global_iterations,avg,min,max
0,0.495269775390625,0.484130859375,0.50640869140625
1000,0.6301116943359375,0.59881591796875,0.661407470703125
2000,0.6497701009114584,0.6141153971354166,0.6854248046875
3000,0.6459732055664062,0.6076202392578125,0.684326171875
4000,0.6379638671875,0.596875,0.679052734375
5000,0.6332855224609375,0.5893452962239584,0.6772257486979166
6000,0.6289193289620536,0.5831124441964286,0.6747262137276786
7000,0.6262969970703125,0.5790252685546875,0.6735687255859375
8000,0.6249966091579862,0.5774875217013888,0.6725056966145834
9000,0.6248779296875,0.57694091796875,0.67281494140625
10000,0.6253578879616477,0.5774258700284091,0.6732899058948864
11000,0.6267471313476562,0.578643798828125,0.6748504638671875
12000,0.6282254732572116,0.5805335411658654,0.6759174053485577
13000,0.6300571986607143,0.5828159877232143,0.6772984095982143
14000,0.6315388997395833,0.58448486328125,0.6785929361979167
15000,0.6333351135253906,0.5855560302734375,0.6811141967773438
16000,0.6353723862591911,0.5876357134650735,0.6831090590533089
17000,0.6373426649305556,0.5896267361111112,0.68505859375
18000,0.6396388003700658,0.5919767680921053,0.6873008326480263
19000,0.6418136596679688,0.5943878173828125,0.689239501953125
20000,0.6438671293712798,0.5968656994047619,0.6908685593377977
21000,0.6455563631924716,0.5986189408735796,0.6924937855113636
22000,0.6474290930706522,0.6007451596467391,0.6941130264945652
23000,0.6497179667154948,0.6031239827473959,0.6963119506835938
24000,0.65186767578125,0.60530029296875,0.69843505859375
25000,0.6536114032451923,0.6072505070612981,0.6999722994290866
26000,0.6557232892071759,0.6096055772569444,0.7018410011574074
27000,0.6578652518136161,0.6120082310267857,0.7037222726004464
28000,0.6596164045662716,0.6141357421875,0.7050970669450431
29000,0.6615386962890625,0.6161844889322917,0.7068929036458333
30000,0.6686173502604167,0.6222493489583333,0.7149853515625
31000,0.6672450764973958,0.62158203125,0.7129081217447916
32000,0.6683854166666666,0.6229715983072917,0.7137992350260416
33000,0.6715378824869791,0.6266031901041667,0.7164725748697917
34000,0.6755726453993056,0.6310994466145833,0.7200458441840278
35000,0.6794636366102431,0.6356791178385417,0.7232481553819444
36000,0.6836001247829862,0.6405436197916666,0.7266566297743056
37000,0.6873385281032987,0.6448567708333334,0.7298202853732639
38000,0.6914007568359375,0.6495585123697917,0.7332430013020833
39000,0.6952283393012153,0.65399169921875,0.7364649793836805
40000,0.6989653862847223,0.6581807454427083,0.7397500271267361
41000,0.7022406005859375,0.661962890625,0.742518310546875
42000,0.7054303656684027,0.6654622395833333,0.7453984917534722
43000,0.7083820936414931,0.66871337890625,0.7480508083767361
44000,0.711527099609375,0.672369384765625,0.750684814453125
45000,0.714448988172743,0.6761962890625,0.7527016872829861
46000,0.7172179497612847,0.6795166015625,0.7549192979600695
47000,0.7199445258246527,0.682806396484375,0.7570826551649306
48000,0.7223062472873264,0.6856201171875,0.7589923773871529
49000,0.7247205268012152,0.6884745279947917,0.7609665256076389
50000,0.7270724148220485,0.69134521484375,0.7627996148003472
51000,0.7296603054470485,0.694464111328125,0.7648564995659722
52000,0.731848415798611,0.6971842447916666,0.7665125868055556
53000,0.7337781439887152,0.699560546875,0.7679957411024305
54000,0.7357282172309028,0.702001953125,0.7694544813368055
55000,0.7378288438585069,0.7044942220052083,0.7711634657118055
56000,0.7394839138454861,0.70643310546875,0.7725347222222222
57000,0.7420311143663194,0.7102742513020833,0.7737879774305555
58000,0.7445711941189236,0.7139790852864584,0.7751633029513889
59000,0.7470512559678819,0.7178487141927083,0.7762537977430556
60000,0.7500464545355904,0.72222900390625,0.7778639051649306
61000,0.7523790147569446,0.7255716959635417,0.7791863335503473
62000,0.754676988389757,0.7290995279947917,0.7802544487847223
63000,0.7568528917100695,0.7323445638020833,0.7813612196180556
64000,0.7587863498263888,0.7355509440104167,0.7820217556423611
65000,0.7611809624565972,0.73919677734375,0.7831651475694444
66000,0.7634694417317708,0.742657470703125,0.7842814127604166
67000,0.7661610921223958,0.74669189453125,0.7856302897135417
68000,0.7681016710069445,0.749639892578125,0.786563449435764
69000,0.7699595133463542,0.752618408203125,0.7873006184895833
70000,0.7719445122612847,0.7557474772135416,0.7881415473090277
71000,0.7738715277777779,0.7588338216145833,0.7889092339409722
72000,0.7755411783854167,0.7616190592447917,0.7894632975260417
73000,0.777305433485243,0.7644632975260417,0.7901475694444444
74000,0.7788336859809029,0.766961669921875,0.7907057020399306
75000,0.7809756808810763,0.77015380859375,0.7917975531684027
76000,0.782383558485243,0.7725789388020833,0.7921881781684027
77000,0.7841776529947917,0.7753885904947917,0.7929667154947917
78000,0.7859215630425347,0.7782368977864583,0.793606228298611
79000,0.7874409993489583,0.7807474772135417,0.794134521484375
80000,0.7888936360677083,0.782965087890625,0.7948221842447917
81000,0.7903157552083333,0.7853759765625,0.7952555338541667
82000,0.79190673828125,0.78780517578125,0.79600830078125
83000,0.7933268229166667,0.7902628580729166,0.7963907877604167
84000,0.794732666015625,0.7927083333333333,0.7967569986979167
85000,0.7960337320963542,0.7949910481770833,0.797076416015625
86000,0.7976236979166667,0.7976236979166667,0.7976236979166667
87000,0.7978861490885417,0.7978861490885417,0.7978861490885417
88000,0.79832763671875,0.79832763671875,0.79832763671875
89000,0.79873046875,0.79873046875,0.79873046875
90000,0.79874267578125,0.79874267578125,0.79874267578125
91000,0.799053955078125,0.799053955078125,0.799053955078125
92000,0.7994140625,0.7994140625,0.7994140625
93000,0.79964599609375,0.79964599609375,0.79964599609375
94000,0.8004679361979167,0.8004679361979167,0.8004679361979167
95000,0.8006571451822917,0.8006571451822917,0.8006571451822917
96000,0.8007954915364583,0.8007954915364583,0.8007954915364583
97000,0.8007283528645833,0.8007283528645833,0.8007283528645833
98000,0.8009073893229167,0.8009073893229167,0.8009073893229167
99000,0.801202392578125,0.801202392578125,0.801202392578125
100000,0.8014912923177083,0.8014912923177083,0.8014912923177083
101000,0.8016377766927083,0.8016377766927083,0.8016377766927083
102000,0.8020711263020833,0.8020711263020833,0.8020711263020833
103000,0.802325439453125,0.802325439453125,0.802325439453125
104000,0.8030375162760417,0.8030375162760417,0.8030375162760417
105000,0.8028645833333333,0.8028645833333333,0.8028645833333333
106000,0.80323486328125,0.80323486328125,0.80323486328125
107000,0.8033955891927084,0.8033955891927084,0.8033955891927084
108000,0.8035563151041667,0.8035563151041667,0.8035563151041667
109000,0.8037923177083334,0.8037923177083334,0.8037923177083334
110000,0.8042317708333333,0.8042317708333333,0.8042317708333333
111000,0.8044108072916667,0.8044108072916667,0.8044108072916667
112000,0.80482177734375,0.80482177734375,0.80482177734375
113000,0.8050577799479167,0.8050577799479167,0.8050577799479167
114000,0.8050923665364583,0.8050923665364583,0.8050923665364583
115000,0.8055277506510417,0.8055277506510417,0.8055277506510417
116000,0.8055440266927083,0.8055440266927083,0.8055440266927083
117000,0.8058430989583333,0.8058430989583333,0.8058430989583333
118000,0.806298828125,0.806298828125,0.806298828125
119000,0.8064432779947917,0.8064432779947917,0.8064432779947917
120000,0.8071065266927083,0.8071065266927083,0.8071065266927083
121000,0.8075703938802083,0.8075703938802083,0.8075703938802083
122000,0.807855224609375,0.807855224609375,0.807855224609375
123000,0.8082682291666666,0.8082682291666666,0.8082682291666666
124000,0.8085917154947917,0.8085917154947917,0.8085917154947917
125000,0.809136962890625,0.809136962890625,0.809136962890625
126000,0.8096048990885417,0.8096048990885417,0.8096048990885417
127000,0.8100362141927083,0.8100362141927083,0.8100362141927083
128000,0.8104960123697916,0.8104960123697916,0.8104960123697916
129000,0.81072998046875,0.81072998046875,0.81072998046875
130000,0.811175537109375,0.811175537109375,0.811175537109375
131000,0.8117635091145833,0.8117635091145833,0.8117635091145833
132000,0.8119954427083333,0.8119954427083333,0.8119954427083333
133000,0.8121724446614583,0.8121724446614583,0.8121724446614583
134000,0.8121846516927084,0.8121846516927084,0.8121846516927084
135000,0.8125284830729167,0.8125284830729167,0.8125284830729167
136000,0.812896728515625,0.812896728515625,0.812896728515625
137000,0.8132283528645833,0.8132283528645833,0.8132283528645833
138000,0.8134440104166667,0.8134440104166667,0.8134440104166667
139000,0.8137898763020833,0.8137898763020833,0.8137898763020833
140000,0.8138224283854166,0.8138224283854166,0.8138224283854166
141000,0.81392822265625,0.81392822265625,0.81392822265625
142000,0.8140787760416667,0.8140787760416667,0.8140787760416667
143000,0.8142598470052084,0.8142598470052084,0.8142598470052084
144000,0.8146199544270833,0.8146199544270833,0.8146199544270833
145000,0.8144938151041666,0.8144938151041666,0.8144938151041666
146000,0.8144978841145833,0.8144978841145833,0.8144978841145833
147000,0.8146036783854167,0.8146036783854167,0.8146036783854167
148000,0.8146626790364583,0.8146626790364583,0.8146626790364583
149000,0.8148518880208333,0.8148518880208333,0.8148518880208333
150000,0.8147908528645833,0.8147908528645833,0.8147908528645833
