global_iterations,avg,min,max
1000,0.37890625,0.3203125,0.4375
2000,0.46875,0.3958333333333333,0.5416666666666666
3000,0.5,0.40234375,0.59765625
4000,0.5046875,0.39375,0.615625
5000,0.5052083333333334,0.3828125,0.6276041666666666
6000,0.5044642857142857,0.375,0.6339285714285714
7000,0.50390625,0.369140625,0.638671875
8000,0.5008680555555556,0.3645833333333333,0.6371527777777778
9000,0.49765625,0.3609375,0.634375
10000,0.53671875,0.3890625,0.684375
11000,0.5140625,0.3625,0.665625
12000,0.4953125,0.340625,0.65
13000,0.48125,0.33125,0.63125
14000,0.4734375,0.328125,0.61875
15000,0.46640625,0.3265625,0.60625
16000,0.46015625,0.3265625,0.59375
17000,0.453125,0.3265625,0.5796875
18000,0.44921875,0.3265625,0.571875
19000,0.4453125,0.3265625,0.5640625
20000,0.440625,0.325,0.55625
21000,0.4359375,0.321875,0.55
22000,0.43046875,0.31875,0.5421875
23000,0.42578125,0.315625,0.5359375
24000,0.41953125,0.309375,0.5296875
25000,0.415625,0.3078125,0.5234375
26000,0.409375,0.3,0.51875
27000,0.403125,0.2921875,0.5140625
28000,0.396875,0.284375,0.509375
29000,0.39140625,0.2734375,0.509375
30000,0.38609375,0.2640625,0.5081249999999999
31000,0.3808203125,0.25625,0.505390625
32000,0.37665364583333333,0.2484375,0.5048697916666667
33000,0.3719661458333333,0.240625,0.5033072916666667
34000,0.36884114583333333,0.234375,0.5033072916666667
35000,0.3641536458333333,0.225,0.5033072916666667
36000,0.36180989583333334,0.2203125,0.5033072916666667
37000,0.35946614583333336,0.2140625,0.5048697916666667
38000,0.35790364583333334,0.2109375,0.5048697916666667
39000,0.35555989583333336,0.209375,0.5017447916666666
40000,0.3546223958333333,0.2078125,0.5014322916666667
41000,0.3536458333333333,0.20625,0.5010416666666667
42000,0.353125,0.20625,0.5
43000,0.3515625,0.203125,0.5
44000,0.35234375,0.2046875,0.5
45000,0.35234375,0.2046875,0.5
46000,0.3515625,0.203125,0.5
47000,0.35234375,0.2046875,0.5
48000,0.35,0.2015625,0.4984375
49000,0.3484375,0.2,0.496875
50000,0.34734375,0.1984375,0.49625
51000,0.34675781250000004,0.1984375,0.49507812500000004
52000,0.34467447916666666,0.1953125,0.4940364583333333
53000,0.3441536458333333,0.1953125,0.49299479166666665
54000,0.3428515625,0.19375,0.49195312499999994
55000,0.3415494791666666,0.1921875,0.49091145833333333
56000,0.3410286458333333,0.1921875,0.48986979166666667
57000,0.3389453125,0.1890625,0.48882812499999995
58000,0.33868489583333333,0.1890625,0.48830729166666664
59000,0.33738281249999996,0.1875,0.4872656249999999
60000,0.3361328125,0.1875,0.484765625
61000,0.334375,0.1859375,0.4828125
62000,0.3333333333333333,0.1859375,0.4807291666666666
63000,0.33229166666666665,0.1859375,0.4786458333333333
64000,0.33046875,0.184375,0.4765625
65000,0.32838541666666665,0.1828125,0.4739583333333333
66000,0.3263020833333333,0.18125,0.4713541666666667
67000,0.325,0.18125,0.46875
68000,0.3234375,0.1796875,0.4671875
69000,0.32421875,0.1828125,0.465625
70000,0.32265625,0.18125,0.4640625
71000,0.3213541666666667,0.1796875,0.4630208333333334
72000,0.32005208333333335,0.178125,0.4619791666666667
73000,0.31875,0.1765625,0.4609375
74000,0.31692708333333336,0.175,0.4588541666666667
75000,0.31588541666666664,0.175,0.4567708333333333
76000,0.3145833333333333,0.175,0.4541666666666666
77000,0.31328125,0.175,0.4515625
78000,0.31197916666666664,0.175,0.4489583333333333
79000,0.309375,0.171875,0.446875
80000,0.30859375,0.171875,0.4453125
81000,0.3075520833333333,0.171875,0.4432291666666666
82000,0.3065104166666667,0.171875,0.4411458333333333
83000,0.30625,0.1734375,0.4390625
84000,0.3059895833333333,0.1734375,0.4385416666666667
85000,0.30572916666666666,0.1734375,0.4380208333333333
86000,0.30625,0.175,0.4375
87000,0.30546875,0.175,0.4359375
88000,0.3046875,0.175,0.434375
89000,0.30390625,0.175,0.4328125
90000,0.303125,0.175,0.43125
91000,0.30234375,0.175,0.4296875
92000,0.3015625,0.175,0.428125
93000,0.3,0.1734375,0.4265625
94000,0.2989583333333333,0.1734375,0.4244791666666667
95000,0.29817708333333337,0.1734375,0.4229166666666667
96000,0.296875,0.171875,0.421875
97000,0.296875,0.171875,0.421875
98000,0.296875,0.171875,0.421875
99000,0.29661458333333335,0.171875,0.4213541666666667
100000,0.2963541666666667,0.171875,0.4208333333333333
101000,0.29583333333333334,0.171875,0.4197916666666667
102000,0.2950520833333333,0.171875,0.4182291666666667
103000,0.29375,0.171875,0.415625
104000,0.2921875,0.171875,0.4125
105000,0.290625,0.171875,0.409375
106000,0.2890625,0.171875,0.40625
107000,0.2875,0.171875,0.403125
108000,0.28567708333333336,0.171875,0.39947916666666666
109000,0.28385416666666663,0.171875,0.39583333333333337
110000,0.2817708333333333,0.171875,0.3916666666666667
111000,0.27994791666666663,0.171875,0.38802083333333337
112000,0.2791666666666667,0.171875,0.38645833333333335
113000,0.278125,0.171875,0.384375
114000,0.27734375,0.171875,0.3828125
115000,0.27578125,0.1703125,0.38125
116000,0.27421875,0.16875,0.3796875
117000,0.27265625,0.1671875,0.378125
118000,0.2713541666666667,0.165625,0.3770833333333333
119000,0.2703125,0.1640625,0.3765625
120000,0.2703125,0.1640625,0.3765625
121000,0.26953125,0.1625,0.3765625
122000,0.26796875,0.1609375,0.375
123000,0.2671875,0.159375,0.375
124000,0.26640625,0.1578125,0.375
125000,0.26640625,0.1578125,0.375
126000,0.26640625,0.1578125,0.375
127000,0.26640625,0.1578125,0.375
128000,0.26640625,0.1578125,0.375
129000,0.2671875,0.159375,0.375
130000,0.26640625,0.1578125,0.375
131000,0.26640625,0.1578125,0.375
132000,0.26640625,0.1578125,0.375
133000,0.26640625,0.1578125,0.375
134000,0.26640625,0.1578125,0.375
135000,0.26640625,0.1578125,0.375
136000,0.26640625,0.1578125,0.375
137000,0.26640625,0.1578125,0.375
138000,0.26640625,0.1578125,0.375
139000,0.26484375,0.1546875,0.375
140000,0.2640625,0.153125,0.375
141000,0.2640625,0.153125,0.375
142000,0.2640625,0.153125,0.375
143000,0.26328125,0.1515625,0.375
144000,0.2625,0.15,0.375
145000,0.26171875,0.1484375,0.375
146000,0.2609375,0.146875,0.375
147000,0.26015625,0.1453125,0.375
148000,0.259375,0.14375,0.375
149000,0.259375,0.14375,0.375
150000,0.26015625,0.14375,0.3765625
